age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
43.432106018066406,?,179157.796875,?,, Married-civ-spouse,?,?,?,?,3856.34228515625,,,?,?
, Private,,?,, Married-civ-spouse,?, Husband,?,?,,127.83688354492188,, United-States,?
,?,,?,,?, Adm-clerical,?, White,?,,,36.67790222167969,?, <=50K
,?,,?,,?, Craft-repair, Husband,?, Male,220.20233154296875,,,?, <=50K
41.844242095947266,?,, Bachelors,12.389123916625977,?,?,?,?,?,,,,?, >50K
,?,, Some-college,,?,?,?,?, Female,,71.91702270507812,,?,?
44.81951904296875,?,, HS-grad,,?,?,?,?,?,,,,?,?
42.867340087890625, Private,,?,9.051962852478027,?, Craft-repair, Husband,?,?,,,,?, >50K
,?,,?,14.020013809204102, Never-married,?, Not-in-family,?,?,,,41.34567642211914,?,?
,?,,?,, Divorced,?,?,?, Female,,,, United-States,?
,?,,?,10.952856063842773,?,?, Not-in-family,?,?,,,,?,?
,?,, HS-grad,,?,?,?, White,?,,,, United-States, <=50K
,?,,?,,?, Exec-managerial,?, White,?,,,,?,?
,?,, HS-grad,,?,?,?,?, Female,,,,?,?
25.945838928222656, Private,,?,,?, Adm-clerical,?,?, Female,,,,?,?
,?,211096.859375,?,,?,?, Wife,?,?,,,35.114532470703125,?, <=50K
,?,,?,,?,?,?,?,?,,,,?,?
,?,,?,,?,?, Not-in-family, White,?,,,,?,?
44.56928253173828,?,,?,,?,?,?, White, Male,,199.94810485839844,,?,?
,?,,?,, Never-married,?, Not-in-family,?, Female,,,, United-States,?
, Private,199952.171875,?,9.023677825927734,?,?,?,?,?,181.18609619140625,,42.79216003417969,?,?
,?,,?,,?,?,?,?, Male,,,35.46259307861328,?,?
,?,,?,9.97122859954834,?,?,?,?,?,,,, United-States,?
,?,, Bachelors,,?,?,?,?,?,1551.437255859375,,52.62654495239258,?,?
, Private,,?,,?,?,?,?, Male,199.5706787109375,33.9298095703125,38.45973205566406,?,?
,?,, HS-grad,,?,?,?,?, Male,,,,?,?
,?,,?,, Married-civ-spouse,?,?,?,?,,56.28752899169922,,?,?
,?,,?,,?,?,?,?, Male,,,,?,?
,?,,?,, Married-civ-spouse,?,?,?, Male,,361.5780029296875,,?,?
,?,,?,,?, Craft-repair, Husband,?, Male,,,,?,?
, State-gov,,?,16.069149017333984,?,?,?,?, Male,,358.43853759765625,,?,?
41.18594741821289, Private,, HS-grad,9.48884391784668, Married-civ-spouse, Craft-repair,?,?,?,,94.33523559570312,,?,?
,?,,?,,?, Other-service, Own-child,?,?,,,,?,?
52.96971893310547,?,,?,, Married-civ-spouse,?, Husband, White,?,562.6626586914062,,,?,?
,?,,?,,?, Craft-repair,?,?,?,,,46.90465545654297,?,?
37.13950729370117,?,,?,,?, Prof-specialty,?,?,?,,,, United-States,?
, Private,,?,12.927568435668945,?,?,?,?,?,,50.56229782104492,, United-States,?
, Self-emp-not-inc,,?,,?,?, Husband,?,?,,,,?,?
,?,,?,,?,?, Unmarried,?,?,,,,?,?
,?,196672.671875,?,9.96489143371582,?,?, Husband,?,?,,,,?,?
,?,,?,10.955849647521973,?, Craft-repair,?,?, Male,,102.59768676757812,,?,?
,?,,?,,?,?, Husband,?,?,,,,?,?
, Private,, HS-grad,,?,?,?,?, Male,,,,?,?
43.08638000488281, Private,177439.953125,?,, Married-civ-spouse,?,?, White,?,,,,?,?
30.93187141418457, Private,,?,,?, Prof-specialty,?,?,?,201.69329833984375,38.11048889160156,,?,?
,?,,?,,?,?,?,?,?,,,49.05533981323242, United-States,?
38.90080642700195,?,,?,, Married-civ-spouse,?,?, White,?,,,,?,?
54.57470703125, Private,,?,,?,?,?,?, Female,,,39.75986862182617,?,?
, Private,,?,8.992676734924316,?,?,?,?,?,86.6268310546875,,,?,?
,?,188659.390625, Some-college,,?,?, Husband,?,?,,,,?,?
,?,180909.765625,?,,?,?,?,?,?,,,,?,?
29.64398956298828,?,,?,,?,?,?,?,?,,77.0020751953125,, United-States,?
,?,, Bachelors,,?,?,?,?, Male,,,, United-States,?
30.09404182434082,?,,?,,?,?,?,?,?,,,,?,?
,?,,?,, Married-civ-spouse,?,?,?,?,,,49.80440139770508,?,?
,?,,?,,?,?,?,?,?,7105.232421875,,,?,?
, Private,,?,,?,?,?,?,?,62.56292724609375,,,?,?
,?,164658.203125,?,, Widowed,?,?,?,?,,,,?,?
33.75946807861328,?,,?,,?, Other-service,?,?,?,,,,?,?
,?,199231.84375,?,9.915851593017578,?,?,?,?, Female,,,, United-States,?
,?,,?,,?,?, Not-in-family,?, Male,,,, United-States,?
, Private,,?,,?,?,?, White,?,,613.3311767578125,, United-States,?
,?,,?,,?,?, Own-child,?,?,117.25567626953125,,, United-States, <=50K
, Private,184876.859375,?,,?, Craft-repair,?,?,?,1559.65185546875,,46.78609085083008,?,?
40.45805740356445,?,188796.359375,?,9.964062690734863,?,?, Husband, White,?,,,,?,?
,?,,?,,?,?,?,?,?,,100.67520904541016,,?,?
, Private,,?,12.931845664978027,?,?,?, White,?,253.77825927734375,,41.960472106933594,?,?
,?,,?,,?, Prof-specialty,?,?, Female,,,,?,?
,?,,?,,?, Craft-repair,?,?, Male,,176.32705688476562,,?,?
,?,, HS-grad,10.461463928222656,?,?,?,?,?,,,, United-States,?
,?,,?,,?,?,?,?,?,291.07110595703125,116.81758117675781,,?,?
,?,, HS-grad,,?, Exec-managerial,?,?,?,,,,?,?
,?,184850.234375,?,,?,?, Husband, White, Male,,,,?,?
, Private,,?,,?,?, Husband,?,?,,,,?,?
,?,,?,, Never-married, Other-service,?,?,?,,39.13370132446289,, United-States,?
,?,,?,,?,?, Not-in-family,?,?,,,33.59957504272461,?,?
,?,,?,,?, Adm-clerical,?,?,?,,,, United-States,?
,?,177898.390625,?,,?,?,?,?,?,,43.191490173339844,,?,?
26.837055206298828,?,229769.0,?,,?,?,?,?,?,130.559814453125,,,?,?
,?,,?,,?,?,?,?,?,,,,?,?
,?,192495.15625,?,,?,?,?,?,?,,,, United-States,?
24.82006072998047,?,,?,,?,?,?,?,?,,10.152885437011719,, Mexico,?
37.4613037109375,?,,?,10.974408149719238,?,?, Not-in-family,?,?,,,42.55606460571289,?,?
,?,,?,,?, Prof-specialty,?,?,?,,48.35417938232422,,?,?
,?,184792.90625,?,13.159242630004883,?,?,?,?, Male,,,,?,?
,?,,?,8.862624168395996, Never-married,?, Own-child,?, Male,102.05059814453125,,40.76930618286133,?,?
,?,192606.390625,?,,?,?,?,?,?,,,,?,?
, Private,, HS-grad,11.024974822998047, Married-civ-spouse,?,?,?, Male,,,, United-States,?
56.02659606933594,?,,?,,?,?,?,?,?,,,43.50254440307617,?,?
,?,181456.375,?,,?, Craft-repair,?,?,?,260.74591064453125,76.35741424560547,, United-States,?
,?,190558.046875,?,, Married-civ-spouse,?, Husband,?,?,,,,?,?
,?,,?,8.975110054016113,?,?, Husband,?,?,,,41.90678787231445,?,?
,?,190978.890625, 9th,,?,?,?,?,?,,,,?,?
,?,197373.0, Some-college,,?,?,?, White,?,636.8953247070312,94.670166015625,,?,?
,?,,?,,?, Handlers-cleaners, Own-child, White,?,,,,?, <=50K
,?,,?,, Married-civ-spouse,?,?,?,?,,,52.08234786987305, United-States,?
39.63729476928711,?,, Masters,,?,?,?,?,?,,52.179359436035156,,?,?
,?,,?,8.992437362670898,?,?, Husband,?, Male,,71.85039520263672,,?,?
, Private,,?,9.008342742919922,?,?,?,?,?,,,,?,?
,?,,?,,?,?,?,?,?,184.67669677734375,,, United-States,?
, Private,163680.53125,?,, Married-civ-spouse, Craft-repair,?,?,?,,,,?,?
,?,,?,,?,?,?,?,?,,,,?,?
,?,187623.078125,?,,?,?, Not-in-family,?,?,,,,?,?
,?,,?,,?,?, Husband,?,?,,,,?, <=50K
,?,, HS-grad,9.187285423278809,?,?, Own-child, White,?,193.00103759765625,,,?,?
,?,,?,,?, Farming-fishing,?, White,?,,109.82777404785156,, United-States,?
, Private,,?,,?,?,?, White, Female,,147.70852661132812,,?,?
,?,162428.390625,?,9.97449016571045, Married-civ-spouse,?,?,?,?,,,,?,?
25.74700164794922,?,,?,,?,?, Own-child,?, Female,,53.25278091430664,, United-States, <=50K
,?,180921.734375,?,, Divorced,?, Unmarried,?,?,,,,?,?
,?,,?,,?, Craft-repair, Husband,?,?,,,,?,?
29.734050750732422,?,,?,9.019898414611816,?,?,?,?, Male,,,,?, <=50K
,?,, HS-grad,9.045238494873047,?,?, Husband,?,?,,,,?, <=50K
,?,, HS-grad,,?,?, Husband, White, Male,,,, United-States,?
,?,,?,9.963208198547363,?,?,?,?,?,,,,?, <=50K
,?,, Assoc-voc,, Never-married,?,?,?,?,,55.44881057739258,,?,?
,?,178580.953125,?,,?,?,?,?,?,1124.2899169921875,154.07008361816406,,?,?
,?,,?,,?,?,?,?,?,194.358154296875,,,?,?
, Private,165878.3125,?,,?, Prof-specialty,?,?,?,171.54180908203125,,,?,?
,?,,?,,?,?,?,?,?,83.5634765625,,,?,?
,?,,?,9.981488227844238,?,?, Not-in-family,?,?,,,,?,?
34.42474365234375,?,,?,9.01783561706543,?,?,?,?,?,,49.44401550292969,,?,?
34.063148498535156,?,,?,8.992921829223633,?,?,?,?,?,,,38.471778869628906,?,?
, Private,174082.359375,?,, Never-married, Prof-specialty,?,?,?,652.4513549804688,33.20268630981445,,?, <=50K
, Private,,?,,?,?,?, White,?,,55.19249725341797,,?,?
37.70537185668945,?,187011.96875,?,13.95427417755127,?, Prof-specialty, Not-in-family,?,?,223.81561279296875,110.25877380371094,,?,?
, Private,,?,,?,?,?,?,?,,,,?,?
26.247970581054688,?,,?,,?,?,?,?,?,,,,?,?
,?,,?,, Never-married,?,?, White,?,230.28070068359375,,,?,?
,?,,?,,?, Craft-repair,?, White,?,,,, United-States,?
,?,171230.125, HS-grad,,?,?,?, White, Male,,,,?,?
,?,201183.859375,?,, Never-married,?, Husband,?, Male,,,,?,?
,?,,?,, Never-married,?,?,?,?,,,,?,?
,?,,?,, Never-married, Other-service, Unmarried,?,?,,,,?,?
,?,190573.078125,?,,?,?, Husband,?,?,,,47.155059814453125,?,?
,?,,?,, Married-civ-spouse,?,?, White,?,,,46.74736785888672,?,?
,?,,?,,?,?,?, White,?,,153.2171173095703,,?,?
, Private,,?,,?,?, Not-in-family,?, Female,214.416259765625,,,?,?
,?,, HS-grad,11.385668754577637,?, Exec-managerial,?,?,?,,,,?,?
,?,,?,,?,?,?,?, Male,,,31.44069480895996, United-States, <=50K
,?,,?,,?,?,?, White, Male,,,,?,?
20.80910301208496,?,,?,, Never-married,?,?,?, Male,,,, United-States,?
,?,,?,12.55665111541748,?,?,?,?,?,,20.13616943359375,, United-States,?
,?,, Some-college,, Never-married,?,?,?,?,,,,?,?
,?,, HS-grad,,?, Adm-clerical, Husband,?, Male,,,43.87167739868164, United-States,?
,?,, HS-grad,, Married-civ-spouse,?,?,?, Male,,,44.66313171386719,?,?
, Private,198366.75,?,,?,?,?, White,?,,,38.539859771728516,?,?
,?,,?,9.97290325164795, Divorced,?,?,?,?,162.63104248046875,,,?,?
, Private,,?,13.115591049194336,?,?,?,?,?,,45.69126510620117,47.692569732666016, United-States,?
,?,,?,,?,?,?,?,?,205.700439453125,,, United-States, <=50K
, Private,234248.9375,?,,?,?, Own-child,?,?,,,,?,?
42.95771026611328,?,,?,,?,?, Husband,?,?,999.0380859375,,,?,?
, Private,267694.625,?,,?,?,?,?, Male,239.97845458984375,,,?,?
, Private,,?,9.012614250183105,?,?, Not-in-family,?,?,,,,?,?
,?,,?,,?,?,?,?,?,,,,?,?
, Private,,?,,?,?,?, White,?,,32.571678161621094,,?,?
40.45842361450195,?,181904.59375,?,,?,?,?,?,?,,89.8350601196289,,?,?
, Private,, HS-grad,10.163874626159668,?, Adm-clerical,?,?,?,,,,?,?
,?,, Some-college,,?,?, Husband,?, Male,230.62548828125,,,?, <=50K
, Private,,?,, Never-married,?, Husband,?,?,,,,?, <=50K
,?,,?,, Married-civ-spouse,?,?,?,?,,,, United-States,?
,?,,?,,?,?,?,?, Male,,,,?,?
,?,, HS-grad,10.61305046081543,?,?,?,?,?,,,, United-States,?
,?,,?,,?,?,?,?, Male,,49.1765251159668,,?,?
42.50730895996094,?,,?,,?,?,?,?,?,1326.61669921875,,,?,?
, Private,,?,,?,?,?, White,?,,,, United-States, <=50K
, Private,,?,,?,?,?,?, Female,88.30224609375,,,?,?
,?,,?,,?,?,?,?,?,,,, United-States,?
,?,,?,,?,?,?,?,?,,,, United-States,?
37.009498596191406,?,185711.265625,?,13.01706600189209, Never-married,?, Not-in-family, White, Female,268.87017822265625,,,?,?
28.15732765197754,?,,?,, Never-married,?,?,?,?,,,36.21483612060547,?,?
,?,,?,,?,?,?,?, Female,,,,?,?
44.72221755981445,?,,?,, Married-civ-spouse,?,?,?,?,,,, United-States,?
,?,,?,,?,?,?,?,?,,,,?,?
,?,,?,11.72091293334961,?,?,?,?, Male,,114.50665283203125,41.71640396118164,?,?
, Private,210211.28125,?,, Never-married, Other-service,?, White,?,123.91717529296875,,, United-States,?
,?,83307.40625,?,9.952832221984863,?,?,?,?, Male,,,,?, <=50K
,?,,?,12.972624778747559,?,?,?,?,?,1248.279296875,,,?,?
40.10881423950195,?,183377.75,?,,?,?,?,?,?,,,, United-States,?
35.17029571533203,?,,?,, Never-married,?,?,?,?,230.8990478515625,,,?, <=50K
,?,, Some-college,,?,?,?,?,?,,28.60877227783203,35.548606872558594,?,?
, Private,,?,9.97163200378418,?,?, Own-child,?,?,,,,?,?
,?,184607.78125,?,,?,?,?,?,?,,,,?,?
, Private,185479.6875, HS-grad,, Married-civ-spouse,?,?,?, Male,,,,?,?
,?,,?,,?,?, Own-child,?, Male,,55.536251068115234,,?,?
,?,175575.6875, Bachelors,,?,?, Husband,?,?,,,, United-States,?
40.37085723876953, Private,, HS-grad,8.888622283935547,?,?,?,?,?,,,41.97806930541992,?,?
,?,,?,,?,?,?,?,?,,,,?,?
,?,,?,, Never-married,?,?, White,?,,26.903614044189453,38.71194076538086, United-States,?
,?,192710.671875,?,,?,?,?,?,?,2807.1689453125,,,?, >50K
43.71987533569336, Local-gov,,?,,?,?,?,?,?,,,,?,?
, Private,,?,,?,?,?,?,?,188.80010986328125,,18.212371826171875,?, <=50K
42.625877380371094,?,,?,9.959826469421387, Married-civ-spouse, Exec-managerial,?, White,?,,,,?, <=50K
,?,,?,,?, Prof-specialty,?,?, Male,,7.703453063964844,37.25222396850586, United-States,?
, Private,203059.640625,?,8.936131477355957,?, Handlers-cleaners,?,?,?,,34.19387435913086,31.074756622314453,?,?
,?,,?,,?, Other-service,?,?,?,,,32.01921081542969,?,?
, Private,,?,9.004639625549316,?,?,?, White,?,,,,?,?
,?,, HS-grad,,?,?,?,?,?,124.2413330078125,,,?,?
,?,,?,, Married-civ-spouse,?,?, White,?,,,,?,?
,?,,?,,?,?,?,?,?,,,,?,?
,?,, 9th,, Separated,?,?,?, Female,,,,?, <=50K
,?,186701.296875,?,,?,?,?,?,?,,,34.72047424316406,?, <=50K
, Self-emp-not-inc,104958.328125,?,,?,?,?,?,?,,,,?,?
, Private,,?,,?, Prof-specialty, Not-in-family,?,?,,,41.59254455566406,?,?
, Private,, HS-grad,, Married-civ-spouse, Craft-repair,?,?,?,,,,?, <=50K
, Private,194522.09375,?,,?,?,?,?, Male,,65.95096588134766,42.30327606201172,?, <=50K
,?,,?,,?,?,?,?,?,,,,?, <=50K
,?,, Bachelors,12.904396057128906,?,?,?,?,?,,315.7271728515625,,?,?
,?,170381.703125,?,,?,?,?,?,?,,,, United-States,?
34.09532165527344,?,,?,,?,?,?,?,?,,,, United-States,?
,?,233002.6875,?,,?,?,?,?, Female,,,46.07853698730469,?,?
50.72962188720703,?,, 7th-8th,,?,?, Husband,?,?,,124.38725280761719,,?,?
,?,,?,9.036850929260254,?,?,?,?,?,138.21295166015625,,34.295753479003906,?,?
,?,,?,, Never-married,?,?,?,?,,,, United-States,?
,?,,?,, Divorced,?, Unmarried,?,?,,,,?,?
,?,,?,,?,?,?,?,?,116.23504638671875,16.264793395996094,38.31767654418945,?,?
,?,,?,,?,?,?,?, Female,,,,?,?
41.247901916503906,?,,?,9.970576286315918,?,?,?, White,?,,,,?,?
,?,,?,,?, Transport-moving,?,?,?,,169.7435302734375,,?,?
, Private,,?,,?,?,?,?,?,,,,?,?
,?,,?,,?,?,?,?,?,,,45.92806625366211,?,?
,?,, Prof-school,,?,?, Husband,?,?,,19.08660125732422,51.81560516357422,?, >50K
36.06488037109375,?,,?,, Never-married,?,?,?,?,,78.636474609375,,?,?
,?,,?,, Never-married, Adm-clerical,?,?,?,,,,?,?
,?,,?,, Married-civ-spouse,?,?, White,?,,,,?, <=50K
,?,, Some-college,,?,?,?,?,?,,,,?, <=50K
,?,,?,9.97704792022705,?,?,?,?,?,,,38.53532409667969,?,?
, Private,,?,9.971311569213867,?, Craft-repair,?,?, Male,,49.36579132080078,,?,?
,?,,?,,?, Craft-repair,?, White,?,,,,?,?
,?,,?,, Married-civ-spouse,?, Husband,?,?,,203.5015411376953,,?,?
,?,,?,, Married-civ-spouse,?,?, White,?,,148.72998046875,,?, >50K
43.55605697631836,?,, Some-college,,?, Exec-managerial, Husband,?,?,,,,?,?
, Private,,?,,?,?,?,?, Female,,50.41969680786133,,?,?
, Private,,?,,?,?,?, White, Female,,,, United-States,?
, Private,204278.453125,?,9.979331016540527,?,?, Husband,?,?,460.7030029296875,97.7716293334961,,?, <=50K
