LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
169444.25,,,,31.855209350585938,,,,,,,48860.0390625,104016.421875,,,,,,,,,,,
,,,,28.49814224243164,,,,,,,,,,,,378.51171875,,,,,,-6200.75244140625,
,,,,,0,,,,,,,,,,75245.0625,,7844.87890625,8757.98828125,,,22130.61328125,,
,2,1,,,-2,0,,,,,71446.9375,,81717.015625,,,,,-5362.865234375,23009.96875,12967.083984375,,,0
-13144.703125,,,,,,,,0,,,,,8549.32421875,,,,,,-7895.9794921875,,,,0
,,,,,,,,,,,,16712.77734375,,32077.44140625,38998.98046875,37281.11328125,,,13152.6015625,,,,
,,,,,,,,,,-1,28716.94140625,,,97983.265625,17341.25390625,,,,,,,,
,,1,,43.022125244140625,,,0,,0,,,59511.1796875,,,,,,,2263.687255859375,,3006.890869140625,,
,,2,,,,,,,,,,,,,,,,,,4529.119140625,,,
,,,2,45.456336975097656,,,,,,,,,,,88831.5703125,,,,,,,,0
,,,,,,,2,2,,,,130067.046875,89044.4375,,,,,,45895.171875,,,,1
,,2,1,61.687660217285156,,,,,0,,,135163.5,,,,,,,,,,,
510722.75,,,,,,2,,,0,,,,,,,,,,,9722.69921875,,1102.140625,
,,,2,,,0,,,,,48818.68359375,29600.390625,,,,,,,,,4150.1572265625,,
,,1,,,,,,,0,,,,1299.2578125,,,,,,,,,-919.8095703125,
179601.328125,,,1,,,,,,,,8466.05859375,,,,,,,,5222.18310546875,,,,
,,,,,,,,,,,,,,,,164670.75,,,,63073.47265625,-50337.375,,
553251.0,,,,,,-2,,,,,,15678.15625,,,,,,,36271.5390625,,,25979.447265625,
183271.921875,,2,,,0,0,,0,,,,,53666.0625,,47777.6171875,,,5750.03759765625,,,7008.95263671875,,0
,1,,,,,,2,3,,2,54029.0078125,,,,-204.96484375,,,1600.43798828125,,,,9141.583984375,1
,,,2,,,,,,,,,,,,89646.765625,50965.9296875,,,,,,15229.87890625,0
,,,,,2,,,0,,,,87828.8828125,,,,,,,,,,,1
458866.625,,,,,-2,-2,,,,,,,,13813.875,,,,,20025.89453125,,,8485.283203125,
98232.546875,,,,,,,2,,,0,,,,,27.68359375,,,,,,-12870.626953125,,
,2,2,,,,,,0,,,,,,51937.3515625,49665.609375,,,8132.54052734375,,-1232.1982421875,,3138.4658203125,
314006.6875,,,,,2,,,,4,-2,,,,,,,,,,5864.58740234375,,,1
,,,2,,,-2,,,0,,,30571.796875,,,,,,,3080.110595703125,,,-3634.63427734375,
,,1,,,,0,,-2,,,,,,,23232.998046875,35355.72265625,,,,,,,
65851.4453125,,1,,,0,,,,,0,,,,,,66441.0546875,,,,8341.7138671875,,14008.455078125,
,,2,,39.61858367919922,,,,,,,,35762.0703125,,34481.3203125,,,,-3484.6748046875,,1349.581298828125,,,
,,,2,49.93749237060547,,3,-2,,,,47669.61328125,16874.11328125,,,21662.18359375,33371.80078125,,,,,,,
,,1,,,,0,,,,,,12888.0859375,,20323.53515625,,,,-8215.736328125,,,3870.54296875,,
,,,,,,,,,-2,-2,,,101170.3125,,54656.60546875,44908.55078125,,,,,,,0
,,,,32.9293212890625,1,,2,,,,,32642.12890625,,,,,,,,3105.38427734375,,,
304798.8125,,,,38.89268493652344,,,,,,-2,,,4852.890625,,,,,,,,,,
212221.46875,,,,,0,,,,,0,36358.62109375,,,,,,,6737.1533203125,,3846.43798828125,,,
,,,,,,0,,,,,,4962.578125,,,,,,-1484.779296875,-191.80615234375,,,,
130994.296875,,,2,,,,,,,,33605.1328125,,,,,16285.814453125,,,,,13458.15234375,,0
,,,,,,,,,,,,,,,,,,,,,,1241.9033203125,0
,,,,,,0,,,,,,,,120614.78125,117131.328125,,58102.58984375,,,,,,
,,1,,40.16334915161133,,2,,,,0,,,30099.453125,25209.16015625,,-3751.6796875,,,,,,-5093.62451171875,
183351.078125,,,,,,,,,,,,159517.25,,,94349.5,,,,,,,2502.268798828125,
,,,,,,,0,,,,,105913.078125,,,,,,,6494.51953125,,10021.59765625,,
,2,,,,,,,,-2,-2,58895.05859375,37216.4765625,,,,,,-9206.31640625,,,,,
103580.359375,,,,,,,,,,,49531.65625,,,,,,3751.765869140625,,,,,,
,,,,,,-1,,,,,,,,,,,7287.1787109375,,,,3661.472900390625,,0
,,,,,,,,,-2,-2,,13729.40234375,,,,,,,782.73779296875,,,-480.04150390625,
,,,1,,-2,,,,-2,-2,,20690.771484375,48009.16015625,34009.1328125,16171.919921875,,,,,489.56494140625,,,
,,,,,,3,-2,,,,,,,,59449.59375,,,,,5007.47900390625,,-1874.7470703125,0
,2,,,,,,,,,,,174143.53125,,,,,,67818.8515625,,,7441.416015625,,
,,,2,,,,,,,2,,,721.25390625,,,-5606.70703125,,,,,,,1
,2,,,26.650135040283203,,,,,,0,,,,,,,,,,,,,
,2,,,,,,,,,,414.1796875,,-140.60546875,,,-1518.22265625,,,,,,,
,,,,37.86676025390625,,-2,,,0,,32647.447265625,,,,,,,,,,,-1252.85205078125,
,,,,,,,-2,,2,,,,,,-386.51953125,,,,,,-14789.904296875,6459.95263671875,1
,,3,,,2,,,,,,,21600.978515625,31330.01171875,,,,,4303.99072265625,,,,2024.501953125,1
,,,,,,,,,,,,,,,23279.962890625,34520.13671875,,-3361.7275390625,,,,,0
,,1,,,,,,,-2,-2,,,,,,,,10923.4892578125,,,13645.119140625,,
,1,,,32.942047119140625,,,,,,0,,,,,,,3014.349609375,5113.43359375,,,,2465.83447265625,
,,,,,,,,0,,,,,,,,,,,,,1078.690185546875,,
,,,,,,,,0,,7,,,,,24562.37890625,,,,,,-6842.64404296875,,
,2,,1,,,,,,,,,,,,,,,,,,,,0
,,,,,,-1,,,,,,,,,,,,,4038.3271484375,,,,
,2,,,,,,,,,-2,,,,,,,2484.4287109375,,,1356.80029296875,,,
,,,,,,0,,,,,,76469.3515625,,,,,,,,,,,0
,2,,,,,0,,,,0,,,,,,,,,10035.5732421875,,5405.55078125,,
,2,,,38.77137756347656,,,,,,,-1258.5390625,,,1879.45703125,,-1720.79296875,,,,,,,
,1,,,30.31938362121582,,,2,-2,,0,-270.0703125,,,,446.296875,,,,6408.298828125,,-12025.0546875,,
-176822.4375,,2,,44.16981506347656,,,2,2,,,,,,,,,,,,,,,
,,2,,,,,0,,,0,,,,28849.3125,,11623.115234375,,-6820.1455078125,,,,,
,,,2,,,0,,,,,,,,,,,,3665.385498046875,,,2412.02587890625,,0
,,,,,,3,-2,,,,,,,,,30760.400390625,,,,,,,
,,,,45.399864196777344,-2,,,,,,,-1754.25390625,,,256.82421875,,,,,,,,
,,2,,,,,2,3,2,,,,,,,45523.82421875,,,,,,2751.46826171875,
,,,,,,,,,,,50970.52734375,36990.8203125,,,,,7195.76025390625,,6884.6923828125,,,,
,,,,32.20097351074219,,,,,0,,,,,,,,,3124.65869140625,,,,,
,2,,,,0,,,,,,,,,316317.34375,,,,41624.6171875,,109721.9375,,,
,,,,39.71858215332031,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,24107.775390625,,26187.0625,,,,,,,,
,,1,,48.367637634277344,,0,,,,0,,,65276.7890625,,,,,2747.83544921875,,,,,
,,,1,,,,,0,,,,,,183358.359375,,168002.0625,,,,,-48167.58203125,,
,,,,,,,3,3,,0,,52728.6015625,41080.55078125,,41402.14453125,,,,,745.02734375,,,
,,,,,,,,,,0,,57974.01953125,50334.125,54897.75390625,,,,2496.140625,,,,1635.3662109375,
113557.9765625,,,,,,,,,,,,6616.515625,,,,,19430.60546875,,,,-212.93896484375,,
,2,1,,40.97165298461914,,,,0,,,16587.46875,,23728.212890625,,,,,,,,,,
,2,,,29.812217712402344,,,,,-1,,,,,-24122.50390625,85107.0546875,,,,,,,,
,,,,,-2,0,,,,,206927.78125,,137019.96875,96639.2421875,,,,,,,,,
-64726.875,2,2,,,,,,0,,,,,,-151.84375,,,,,,,-143.896484375,6193.51904296875,
126552.28125,,,2,,,,,,,,32217.583984375,,,,,,,,2880.779541015625,,,3017.545166015625,
-49558.53125,,1,,,,,0,,,0,,,,,,,,,,,,,
,,,,,,,2,,,2,,,39611.13671875,46598.703125,,,2304.35107421875,6822.95068359375,,,,,
,,,,,,,,,,,,,,,,,,,,2106.456787109375,,,
,2,,,,,,,,,,,,,,,55.08984375,,,,,,,0
,,,1,44.31248474121094,,,2,2,,2,,,,,,,,,,,-275.00439453125,,1
,,1,,42.553428649902344,,,0,,,,,,,29272.41796875,18620.056640625,,-64.85107421875,,,,,,1
,2,2,,,,,,,,,,43729.51171875,,,,,,,3139.208251953125,,2409.16259765625,,0
,2,2,,,0,,,0,,0,,,,,,,,,,,,,
235642.59375,2,,,,,,,,0,,,,6601.58203125,,,,,25445.13671875,,,,,0
,,,1,48.205570220947266,,,2,,,,,,,2268.609375,,,,-6419.0791015625,,,,933.046875,1
137509.796875,,,,33.742156982421875,,,,,,-2,,,,,,,,,,1102.429443359375,,,
-142651.4375,,2,,,,,,0,,,,,,626.375,,,,,,,,5449.62890625,0
,,,,,,,,,,,,,12752.71484375,,,,,,-9474.587890625,1376.378662109375,,,
125189.4609375,,,,40.467529296875,,,,,,,,,,,,,,,4534.1884765625,,,,
,,,,37.57473373413086,,,2,,,,,,,,35391.87890625,,,,832.65625,,,,
,,1,,,,2,,,,0,,,,,,,,3617.697998046875,,,,-1684.4931640625,0
,,2,1,,,,2,2,,,213444.328125,,176756.25,,,,,,,-6229.01123046875,,,1
,,,1,,-2,,-2,,-2,-2,,,28125.8984375,22282.095703125,,,,,7800.3818359375,,,,
,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,2,,,0,,0,,,,,,,,,,,2143.35986328125,,1
,,,,32.83252716064453,,,,-2,2,,,,,14075.966796875,23724.919921875,,,,,,,,1
,,2,,51.65619659423828,,0,,,,,,,,,,,5601.7001953125,,,,,,
,,,,,,,,-2,7,7,,,,,,,,,,-17886.810546875,,,
,2,,,,,-1,,,,,,,,1885.73828125,,,7470.4990234375,,,,4060.3935546875,,
,,,,,,,,0,,,82875.2109375,,,,,39012.59765625,,,,,,6272.708984375,
295039.25,2,,,,,,,,-2,-2,,6263.13671875,,,,,,,,,,,
,,,,,,-2,,,-2,-2,26615.9140625,,,,,,,,,3818.89892578125,13.55615234375,,
,,,2,,,,,0,,,,31161.140625,,,,15950.720703125,,,,,,-644.416015625,
,,,,,1,,0,,,,,75109.890625,,53248.2109375,,,,,,,,,
,,,1,,,-2,-2,,0,,,44252.94140625,61885.125,,,,,-2432.751953125,,7866.3154296875,,,
24311.765625,,,2,,,,2,2,,,,,,5136.1484375,,,,-2663.1044921875,,,,,
,2,2,,,,,0,,,,,,24997.611328125,,,20825.431640625,,,,,,,1
216214.421875,2,,,,,,,,,,,,56872.31640625,,,-13489.60546875,21399.3984375,,-4728.9970703125,8291.1611328125,,,
,2,,,,,,,,0,,,,,,,50679.0,,,1859.41748046875,,,,
,2,1,,,,,,,2,-2,,,,,,48183.07421875,,,19461.712890625,,,16775.291015625,
,,,,,,,,,,,,,,,,,,,,,,5094.2451171875,
,,,,,2,,,0,,,,43018.51171875,,35256.453125,,,,,,,,,1
,,,,35.57197570800781,,-2,-2,,-1,,,,,,,,,,,,5709.36669921875,,
,1,,1,41.31507110595703,,,,0,,0,,,,50652.078125,,40017.21875,,,,,,,1
,,,,,0,,,,,,,,30824.41015625,,,,,,,,,,
590460.5,,,,,,,,,-2,-2,,,,,,,,,26468.01171875,,,,
,,,,,,0,,0,,,,112167.828125,,,,,,,,,,12730.255859375,
,,,,44.33197021484375,,,,,,,6919.93359375,,,,,3810.36328125,-9090.994140625,,4282.8447265625,,,,
,,,2,47.490726470947266,,,,,,,,,,,,,,,,,,-1182.22412109375,
,,,,,,,,,,,,,48036.29296875,,35235.265625,,1398.04638671875,,2352.945068359375,5572.5439453125,,4195.3759765625,0
389013.0,2,,,,,0,,,,,17011.88671875,,,,,,,7813.14501953125,,,,,
,,,,,,0,,,,,,58338.6015625,,,,,11485.28125,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,20034.548828125,
,,,2,,-2,0,,,,0,162082.546875,,,106533.28125,118717.359375,,52008.25390625,,-41511.40234375,,,-22499.193359375,
,,2,,49.50977325439453,,,,,0,,,,,31037.203125,,,,,4886.49169921875,,,,
,2,,,,,0,,0,,,,,,,,,,,7473.04150390625,,2872.16943359375,,
,,2,,,,,0,,,,45932.64453125,,,,21895.267578125,,,,,,,,1
277292.03125,,,,38.04410934448242,,,2,,,2,,,,,,,,,,11070.1708984375,,,
,,,,,,,,,,0,52427.03125,56849.48828125,,51642.6640625,,,,12986.916015625,,,,,
,,,,,,,-2,,-2,,-3896.70703125,,,,,,-11004.2265625,3771.52685546875,,,,5885.16943359375,
,,,,32.774845123291016,,-2,-2,,-2,-2,,,,,,,,1103.5791015625,,,,,
,,,,,,,,,,,,,,,,,10077.30859375,,,30158.60546875,,,0
162278.046875,2,,,,0,,,,,,,,1981.89453125,,,,1326.802734375,29232.8125,-10542.5478515625,,,,
,,,,,,,,,,0,,,,,,,,,-10472.84375,,845.822509765625,,0
376047.28125,,,,36.00661087036133,-2,7,,-2,,,,,,2153.73046875,,,,,,,3050.01171875,,
-26520.203125,,2,1,58.89576721191406,,,2,2,,0,,-2359.50390625,,,,,22508.9140625,-19490.55078125,,,,,
,,,1,,,,,,0,,,,8390.8671875,,,11992.263671875,,,,-910.39501953125,,,
,,,,,,0,,,,,,,8125.2421875,,,,,,,,,,0
,,2,,,,,,,,,,,,,,,,,,,,,
,,,2,,-2,,,,0,,,,,3674.13671875,,,2180.376708984375,,,,,,
,,,2,,1,,2,2,,,,,,,,,,,,,,5308.07275390625,
,,,2,50.57966995239258,,,,,0,,,,244802.4375,,219338.859375,,25182.1796875,-93519.71875,,,,,
,,2,,40.03999328613281,0,,,,,,,15789.26953125,,39704.24609375,24437.31640625,,22990.548828125,,,,,,
,,,,,,,,-2,,,,19364.154296875,19823.63671875,,,,,,,-4324.06787109375,,,
,,1,,,,,,,,,,,120698.015625,,69450.390625,,,,,,,,
,,,,30.957839965820312,,,,0,,,,,,,19524.970703125,,,3845.79443359375,,,-9796.28125,,
134017.8125,,,,38.5825309753418,,,,-1,,,,,,,,3258.4453125,,,,,,-3176.00830078125,
-10134.609375,,,,,,,,0,,,,,,,,5780.37109375,,,,,,,0
,2,,,,,,,,,,,,,,,,,,691.9072265625,808.37548828125,572.86083984375,,
,,,,,,,,,0,,,,,,23733.78125,,,,-223.75146484375,,,,1
,,,,,,,,,,,,11142.48046875,,,,,20248.7890625,,,,,3079.259033203125,
,,,,,,,,,,,,,,,,,,,,,,,
457479.78125,,,,,,0,,,,0,,,,26060.36328125,42507.6484375,,9974.146484375,5674.52685546875,,,,,0
,,,,,0,,,,,,,,,30566.515625,19682.025390625,,,,,,,,
,,,,,1,,,-2,,,,,,20365.1796875,,,,3310.23291015625,,,,,
,,,,,-2,,,,,-1,,,,,,,,3995.189208984375,,,,8962.53125,
,2,,1,,,0,,-1,,,,,,,,,,6794.19140625,,4933.5830078125,,,
,,,,,,,,0,,2,,,,53915.1484375,,,,,,,,,1
,,2,,,2,,,-2,2,,,12290.24609375,,,25982.5,49344.80078125,,,,,,,
,2,,,,,,,,0,,148603.796875,,,,,141863.09375,,,,,,,0
-29878.484375,,,,30.522123336791992,,,2,2,,2,,,4077.9140625,,,5886.8984375,-4368.03076171875,,,-6958.64794921875,,-1307.68896484375,1
,,,1,,,,,,,,,,,86769.453125,,,,,,,,,
,,1,,53.862449645996094,,-2,,,-2,,,,7658.46484375,,,-1045.765625,,28998.2734375,-10471.791015625,,,,
,,,,,,,,,,,,,,,,,,,1297.87939453125,2253.360107421875,,,
,,,,,,0,,,,-2,,,,,,,,707.51025390625,,,-860.771484375,,0
186791.859375,,,,,,,2,,,2,53117.2734375,,,59926.12109375,,,,,-34.650390625,4505.11279296875,,,
,,,,,0,,,,,,,,,,,14224.75390625,,,,,,,
,,,,,,,3,3,,,8286.74609375,,,,,,,,,,1831.796875,,
,,1,,,,,0,,,,,,,,,,1384.31689453125,,,7762.67919921875,,,
65037.015625,1,,,,,,2,2,,0,,,,,,,,-1760.64208984375,,,,,
,,1,,,,,-1,,,,,,5766.79296875,,,-8544.859375,,47521.53515625,,,,,
,,3,,,,,,,,-1,,,,,,,,6707.4033203125,,4965.875,3638.723388671875,,
,2,,,,,,,,0,,,,,1968.765625,,,,,,,,,
31649.75,,,,,,,0,,,,,,,9608.72265625,,,,,15449.951171875,-8779.068359375,,,1
,2,2,,,2,,0,,,,,,,,,,,,,,16874.80078125,,
294031.78125,,,,,,,,,-2,-2,,,,-8062.69921875,,,,,,-14875.630859375,,,0
150042.40625,,,,,,,,,,,,,,,,,,714.7255859375,,,,986.98486328125,0
,,,,,,,,,,,,,,,56764.80078125,,,,,,,-282.09130859375,0
150330.390625,2,,,,1,,3,2,,,,,3526.42578125,,,,,,-5371.1591796875,,,,
,,2,1,,,,,0,,0,,119963.4765625,,,,117381.515625,,47280.3515625,,,,,
128022.453125,,,,,,,2,,,2,21891.556640625,,36304.7265625,51177.74609375,30941.72265625,,-7970.22900390625,,,,-2383.357421875,,1
,,1,,,,,,,,0,253163.328125,,230814.671875,,,,77428.4375,-97940.59375,61762.8671875,,2012.536865234375,,
,,2,,52.692230224609375,,,2,2,,,,135692.84375,,69344.90625,62799.1328125,,,,-9995.064453125,,,,
,,,,,,,,,,,,,,,,34070.7890625,,,,3898.60888671875,5771.29638671875,,
,,,,,,,,,,,,,20772.751953125,,14612.796875,,,,,,,,
,,,,34.26401138305664,-2,,,,0,,,,21198.353515625,,,,,,,,,,
,,,,,-2,0,,,,,,,,76523.046875,,,,,,,6327.64306640625,,
,,,,31.16446876525879,,,,,0,,,,,,,44729.921875,,,,,,,
,,,,40.61574935913086,,,3,2,,,,,,3607.4453125,,,-1508.234375,,,,,6365.568359375,
,,,,,,,,,-1,,12856.2265625,,1423.2734375,,,,,,,,,,
,,,,,,,2,,,2,,8206.8671875,,,7054.4609375,,,-24004.0546875,,,,1683.981201171875,1
91914.8203125,,,,,2,,,0,,,,18882.513671875,,783.19921875,,,11239.28515625,,,,,8929.888671875,1
,,1,,,,2,-2,,,0,,,,,,,,,11281.859375,6109.5439453125,,,
,,,,,,,,,,,,,840.97265625,,,,3524.857421875,31532.02734375,,3143.2802734375,,,
,,,,,,-2,,,,,,-9896.9921875,,,2752.77734375,,,-18821.046875,,19532.03515625,,5873.36181640625,
,,,,,,,,,,,50820.89453125,27181.734375,,,-536.6875,,8429.529296875,,,,,,
,,,,,-2,6,5,,4,3,,,,,,,,,,,13577.89453125,8426.91015625,
,,,,39.93751907348633,,0,,0,,0,98140.953125,,93755.5703125,,71268.703125,,,,,,,,
159476.890625,,,,,,,-2,,,-1,,19383.310546875,39683.328125,,,,,,,1852.846435546875,,3925.0283203125,
,,2,,,,,,,0,,60201.3984375,45666.51953125,,,,,,,,,3142.00634765625,,0
,,2,1,,,,,,,,,,-1110.44140625,,,4599.234375,,,-16998.1328125,,17426.669921875,,
,,1,,,0,,,,,,,,,,,-1440.9140625,1711.429443359375,,3115.42626953125,,,,
,1,,,,2,,,,,,114769.578125,,,,,,,,,,,,1
31186.109375,,2,,,,,,,0,,,,,,,,,,,3898.417724609375,,,
,2,,,,,,-2,,,,,19473.751953125,27275.69921875,,,,22418.318359375,,,,,4261.775390625,
,2,2,,,,,,,,,,,,,,,,,,,2274.91650390625,,
-50026.109375,,2,1,,,,,,,,,99438.234375,,,,,,,,,,,
,,,,,,,,,,-1,,,3860.98046875,,,,,27466.12109375,,,,3573.1259765625,
,,,,,,,,,,,48479.359375,,,,30569.87890625,,,,,,,,0
41038.0078125,2,1,,,,,0,,0,,280679.625,,,,,,,,10328.4814453125,,,,
143931.890625,,,,39.43075942993164,,,,,,,,,-317.1484375,,,,,,,,,,0
,,1,,,,,,,0,,,,,,,,,,,6007.3779296875,3874.80419921875,,
389801.8125,2,,,,,0,,0,,0,,,,33213.0390625,,,,,,,629.3603515625,5677.44091796875,
,,2,,,,,,,,,,,71786.515625,16964.8359375,,,,,,,,5352.158203125,
,2,,2,,0,,,,,,,,,13982.43359375,,,1921.417236328125,,,,,,
,2,,2,,1,,2,,,,,,14745.318359375,,30624.9296875,38346.99609375,,,,,3141.71630859375,,
258241.8125,,,,,,,,,2,,,,,-6940.39453125,,,,,16953.65234375,,,,0
,,,,,,,,,-2,-2,,,,,,17636.04296875,-2557.63916015625,,,-647.89208984375,,,
,,,,,,0,,,,,,,,,,-2858.8984375,,3556.19384765625,,,,,
188141.234375,,,,,,,,,,,,80609.6484375,,,,,,19411.02734375,,8087.22119140625,,,
158557.578125,,,,,,,,,,,,,114657.453125,88445.125,,,,,,36225.43359375,3424.908203125,,
,2,,,,,,,,,,3160.18359375,,,,,,,6080.97802734375,5331.2822265625,,,,0
288289.90625,,,,,,,,,-2,-2,,,,,59537.59765625,,,,2447.554931640625,,,,
,,,,,,,,,,,,237751.9375,,,129520.8125,,,,,,,,
,,,,,,,2,,,2,,,,,,,,,,,2023.309814453125,,
272747.3125,,,,,,,-2,,,-2,,,74398.75,30902.9140625,,,14295.564453125,,8128.4423828125,,3803.95166015625,,
84638.328125,,,,,,,,,,,,,,,32395.44921875,,,,,7398.5078125,,,
,,,,33.23352813720703,,,,,0,,,,,,,86215.515625,,,,8866.9609375,,,
,,,2,,,,,,0,,,,,,14737.78125,,,1788.55126953125,,18735.935546875,,,
,,,,,1,,-2,,0,,,,21949.0546875,,,,,12536.419921875,,,,2514.16552734375,
,,,,41.45566940307617,,,,,0,,,,,,24836.09375,,-58.25,,,,,,
,,,,,-2,,-2,,4,4,49014.25390625,86854.234375,,,,110702.53125,,,,,,,
,,,2,,,,,,,,,,,1797.20703125,,,,,,,1836.996337890625,,
,,,,41.26190185546875,,,,,,,,,,,,,,,,,,-137.08837890625,
,,,,,,2,,0,,,,226353.390625,,208808.578125,,,,,-53229.58984375,,12951.6328125,,
,,,,32.601844787597656,,,,,,,,,,,,,,,3345.400390625,,2080.697509765625,,0
,,,,,,,,0,,,,,68985.609375,,39180.13671875,45840.5546875,,,5102.32421875,4499.48046875,1154.010986328125,,
